election_jurisdiction,election_year,party,party_committee,contributor,type_of_contributor,specific_business,general_industry,broad_sector,parent_org_or_employer,number_of_records,dollar_amount
WI,2007,Democratic,STATE SENATE DEMOCRATIC CMTE OF WISCONSIN,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,250
WI,2013,Democratic,ASSEMBLY DEMOCRATIC CAMPAIGN CMTE OF WISCONSIN,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,250
WV,2010,Democratic,WEST VIRGINIA DEMOCRATIC PARTY,WEST VIRGINIA TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,250
ID,2009,Republican,HOUSE REPUBLICAN VICTORY FUND OF IDAHO,IDAHO SATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,225
NY,2019,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,NYC RETIRED TRANSIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,225
RI,2019,Democratic,RI SENATE DEMOCRATS,RHODE ISLAND BROTHERHOOD OF POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,225
AZ,2002,Democratic,ARIZONA DEMOCRATIC PARTY,ARIZONA STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
AZ,2017,Democratic,ARIZONA DEMOCRATIC PARTY,ARIZONA STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
CT,2011,Democratic,HOUSE DEMOCRATS CAMPAIGN CMTE OF CONNECTICUT,CONNECTICUT STATE POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES / AFSCME,1,200
DE,2005,Democratic,DELAWARE DEMOCRATIC PARTY,WILMINGTON POLICE & FIRE PENSION TASK FORCE,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,NA,1,200
DE,2009,Democratic,DELAWARE DEMOCRATIC PARTY,WILMINGTON POLICE & FIRE PENSION TASK FORCE,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,NA,1,200
DE,2010,Democratic,DELAWARE DEMOCRATIC PARTY,WILMINGTON POLICE & FIRE PENSION TASK FORCE,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,NA,1,200
DE,2014,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF DELAWARE,DELAWARE STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2000,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,FRATERNAL ORDER OF POLICE WAUKEGAN LODGE 5,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2000,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF ILLINOIS,ILLINOIS POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2001,Democratic,ILLINOIS SENATE DEMOCRATIC VICTORY FUND,POLICEMENS BENEVOLENT & PROTECTIVE ASSOCIATION OF ILLINOIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2001,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,ILLINOIS POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2005,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,FRATERNAL ORDER OF POLICE WAUKEGAN LODGE 5,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2009,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,CONSERVATION POLICE LODGE 146,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2012,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,TROOPAC-TROOPERS LODGE 41,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2015,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,TROOPAC-TROOPERS LODGE 41,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IL,2017,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,CONSERVATION POLICE LODGE 146,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IN,2002,Democratic,INDIANA SENATE DEMOCRATIC CMTE,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
IN,2005,Democratic,INDIANA SENATE DEMOCRATIC CMTE,INDIANA STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,200
MA,2007,Democratic,CMTE FOR A DEMOCRATIC SENATE OF MASSACHUSETTS,MASSACHUSETTS CHIEFS OF POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MA,2007,Democratic,CMTE FOR A DEMOCRATIC SENATE OF MASSACHUSETTS,FRATERNAL ORDER OF POLICE MASSACHUSETTS BAY STATE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,200
MA,2007,Democratic,SPEAKER DIMASIS CMTE FOR A DEMOCRATIC HOUSE PAC OF MASSACHUSETTS,BOSTON POLICE DETECTIVE BENEVOLENT SOCIETY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MA,2008,Democratic,CMTE FOR A DEMOCRATIC SENATE OF MASSACHUSETTS,STATE POLICE ASSOCIATION OF MASSACHUSETTS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MA,2009,Democratic,CMTE FOR A DEMOCRATIC SENATE OF MASSACHUSETTS,MASSACHUSETTS MUNICIPAL POLICE COALITION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MA,2010,Democratic,CMTE FOR A DEMOCRATIC SENATE OF MASSACHUSETTS,BOSTON POLICE SUPERIOR OFFICERS FEDERATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,POLICE SUPERIOR OFFICERS ASSOCIATION,1,200
MA,2015,Democratic,CMTE FOR A DEMOCRATIC HOUSE OF MASSACHUSETTS,NEW ENGLAND PBA LOCAL 911,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MA,2017,Democratic,CMTE FOR A DEMOCRATIC HOUSE OF MASSACHUSETTS,MASSACHUSETTS COALITION OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MD,2009,Republican,MARYLAND REPUBLICAN PARTY,HARFORD COUNTY DEPUTY SHERIFFS LOCAL 838,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MI,2001,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,DEPUTY SHERIFFS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
MI,2004,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,DETROIT POLICE LIEUTENANTS & SERGEANTS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NH,2006,Democratic,NEW HAMPSHIRE DEMOCRATIC SENATE CAUCUS,NEW HAMPSHIRE STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NH,2006,Democratic,NEW HAMPSHIRE DEMOCRATIC SENATE CAUCUS,NEW HAMPSHIRE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NH,2006,Republican,NEW HAMPSHIRE SENATE REPUBLICAN VICTORY PAC,NEW HAMPSHIRE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NH,2007,Democratic,CMTE TO ELECT HOUSE DEMOCRATS OF NEW HAMPSHIRE,NEW HAMPSHIRE STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2000,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,PUTNAM COUNTY SHERIFFS DEPUTIES,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2001,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2001,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,NEW YORK STATE ASSOCIATION OF CHIEFS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2002,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK STATE ASSOCIATION OF CHIEFS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,200
NY,2003,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2003,Democratic,NEW YORK DEMOCRATIC SENATE CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2004,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2004,Republican,NEW YORK STATE REPUBLICAN PARTY,POLICE BENEVOLENT ASSOCIATION OF NEW YORK STATE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2004,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,DETECTIVE INVESTIGATORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2004,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,NYC POLICE CAPTAINS ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2005,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,METROPOLITAN TRANSPORTATION AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2006,Democratic,NEW YORK DEMOCRATIC SENATE CAMPAIGN CMTE,NEW YORK STATE TROOPERS PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2007,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NASSAU COUNTY POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2008,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,YONKERS POLICE CAPTAINS LIEUTENANTS & SERGEANTS BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2010,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,SUFFOLK COUNTY SHERIFFS PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2010,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,CITY OF LONG BEACH PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
NY,2011,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,TRIBOROUGH BRIDGE & TUNNEL AUTHORITY SUPERIOR OFFICERS BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
RI,2000,Democratic,RHODE ISLAND SENATE DEMOCRATIC LEADERSHIP,FRATERNAL ORDER OF POLICE PROVIDENCE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
RI,2002,Democratic,RHODE ISLAND HOUSE DEMOCRATIC LEADERSHIP CMTE,FRATERNAL ORDER OF POLICE PROVIDENCE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
RI,2009,Democratic,HOUSE DEMOCRATIC LEADERSHIP,RHODE ISLAND STATE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,200
WI,2001,Democratic,ASSEMBLY DEMOCRATIC CAMPAIGN CMTE OF WISCONSIN,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,200
WI,2001,Republican,CMTE TO ELECT A REPUBLICAN SENATE OF WISCONSIN,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,200
WI,2003,Democratic,ASSEMBLY DEMOCRATIC CAMPAIGN CMTE OF WISCONSIN,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,200
WI,2004,Democratic,STATE SENATE DEMOCRATIC CMTE OF WISCONSIN,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,200
FL,2011,Republican,FLORIDA REPUBLICAN PARTY,IDAHO SATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,175
NY,2005,Democratic,NEW YORK STATE DEMOCRATIC PARTY,POLICE BENEVOLENT ASSOCIATION OF THE CITY OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,175
DE,2002,Republican,DELAWARE REPUBLICAN PARTY,WILMINGTON POLICE & FIRE PENSION TASK FORCE,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,NA,2,150
DE,2002,Republican,DELAWARE REPUBLICAN PARTY,FRATERNAL ORDER OF POLICE LODGE 10,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,150
MA,2008,Democratic,SPEAKER DIMASIS CMTE FOR A DEMOCRATIC HOUSE PAC OF MASSACHUSETTS,FRATERNAL ORDER OF POLICE MASSACHUSETTS BAY STATE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,150
MI,2000,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
MI,2003,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,CHIEF PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,150
NH,2004,Republican,CMTE TO ELECT REPUBLICAN STATE SENATORS OF NEW HAMPSHIRE,NEW HAMPSHIRE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NJ,2013,Republican,NEW JERSEY ASSEMBLY REPUBLICAN VICTORY CMTE,NEW JERSEY STATE TROOPERS FRATERNAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2000,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,DETECTIVES ASSOCIATION COUNTY OF NASSAU,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2000,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,METROPOLITAN TRANSPORTATION AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2000,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK STATE ASSOCIATION OF CHIEFS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2000,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,FEDERATIONS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2001,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,DETECTIVES ASSOCIATION COUNTY OF NASSAU,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2001,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,MARSHAL ASSOCIATION OF CITY OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2002,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,DETECTIVES ASSOCIATION COUNTY OF NASSAU,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2002,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,NEW YORK STATE TROOPERS PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2004,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NASSAU COUNTY POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2006,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NASSAU COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2017,Republican,NEW YORK STATE REPUBLICAN PARTY,SUPERIOR OFFICERS ASSOCIATION OF SUFFOLK COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
NY,2017,Republican,NEW YORK STATE REPUBLICAN PARTY,SUFFOLK COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
OH,2001,Democratic,OHIO HOUSE OF REPRESENTATIVES DEMOCRATIC CAUCUS,OHIO STATE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,150
RI,2005,Democratic,RHODE ISLAND SENATE DEMOCRATIC LEADERSHIP,FRATERNAL ORDER OF POLICE PROVIDENCE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
RI,2006,Democratic,RHODE ISLAND SENATE DEMOCRATIC LEADERSHIP,FRATERNAL ORDER OF POLICE PROVIDENCE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
TX,2007,Democratic,TEXAS DEMOCRATIC PARTY,CORPUS CHRISTI POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
VA,2000,Republican,JOINT REPUBLICAN CAUCUS OF THE VIRGINIA GENERAL ASSEMBLY,VIRGINIA SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
VA,2003,Democratic,VIRGINIA DEMOCRATIC PARTY,VIRGINIA SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
VA,2003,Republican,VIRGINIA REPUBLICAN PARTY,VIRGINIA SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
WI,2002,Democratic,ASSEMBLY DEMOCRATIC CAMPAIGN CMTE OF WISCONSIN,MILWAUKEE DEPUTY SHERIFF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,150
DE,2007,Republican,DELAWARE REPUBLICAN PARTY,WILMINGTON POLICE & FIRE PENSION TASK FORCE,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,NA,2,140
WI,2012,Republican,WISCONSIN REPUBLICAN PARTY,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,140
CA,2004,Republican,CALIFORNIA REPUBLICAN PARTY,LOS ANGELES POLICE PROTECTIVE LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,137
DE,2015,Democratic,DELAWARE DEMOCRATIC PARTY,DELAWARE STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
MA,2005,Democratic,SPEAKER DIMASIS CMTE FOR A DEMOCRATIC HOUSE PAC OF MASSACHUSETTS,MASSACHUSETTS CHIEFS OF POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
MA,2006,Democratic,SPEAKER DIMASIS CMTE FOR A DEMOCRATIC HOUSE PAC OF MASSACHUSETTS,FRATERNAL ORDER OF POLICE MASSACHUSETTS BAY STATE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,125
MA,2007,Democratic,SPEAKER DIMASIS CMTE FOR A DEMOCRATIC HOUSE PAC OF MASSACHUSETTS,FRATERNAL ORDER OF POLICE MASSACHUSETTS BAY STATE LODGE 30,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,125
MA,2008,Democratic,SPEAKER DIMASIS CMTE FOR A DEMOCRATIC HOUSE PAC OF MASSACHUSETTS,MASSACHUSETTS ENVIRONMENTAL POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
MI,2005,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,DEPUTY SHERIFFS STAR,Non-Individual,Police unions & associations,Public Sector Unions,Labor,DEPUTY SHERIFFS ASSOCIATION OF MICHIGAN,1,125
MI,2006,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,DEPUTY SHERIFFS STAR,Non-Individual,Police unions & associations,Public Sector Unions,Labor,DEPUTY SHERIFFS ASSOCIATION OF MICHIGAN,1,125
NY,2000,Democratic,NEW YORK STATE DEMOCRATIC PARTY,FEDERATIONS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
NY,2004,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK STATE POLICE INVESTIGATORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
NY,2007,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,BRIDGE & TUNNEL OFFICERS PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
NY,2018,Republican,NEW YORK STATE REPUBLICAN PARTY,SUPERIOR OFFICERS ASSOCIATION OF SUFFOLK COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
RI,2007,Democratic,RHODE ISLAND SENATE DEMOCRATIC LEADERSHIP,FRATERNAL ORDER OF POLICE PROVIDENCE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
RI,2008,Democratic,RHODE ISLAND SENATE DEMOCRATIC LEADERSHIP,FRATERNAL ORDER OF POLICE PROVIDENCE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
RI,2011,Democratic,RI SENATE DEMOCRATS,RHODE ISLAND BROTHERHOOD OF POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
RI,2017,Democratic,RHODE ISLAND DEMOCRATIC PARTY,RHODE ISLAND BROTHERHOOD OF POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
RI,2019,Democratic,RHODE ISLAND DEMOCRATIC PARTY,RHODE ISLAND BROTHERHOOD OF POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
RI,2019,Democratic,RI SENATE DEMOCRATS,FRATERNAL ORDER OF POLICE PROVIDENCE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,125
WI,2014,Republican,WISCONSIN REPUBLICAN PARTY,MILWAUKEE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,105
AZ,2000,Democratic,ARIZONA DEMOCRATIC PARTY,ARIZONA STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,100
CA,2015,Republican,CALIFORNIA REPUBLICAN PARTY,SAN DIEGO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,100
CA,2017,Republican,CALIFORNIA REPUBLICAN PARTY,SAN DIEGO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,100
